show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s79,TV Show,Wonder Balls,,,,,2015,ALL,1 Season,"Animation, Kids","Enjoy parades of unique and fun ball characters! Wonder Balls bring the best performances to the stage. When they meet, they start playing right away. Brush Ball, Sponge Ball, Water Ball, Accordion Ball, Castanets Ball, Xylophone Ball and more join to complete stories of vivacious arts, exciting music and joyful play."
s80,Movie,Women of Valor,Buzz Kulik,"Susan Sarandon, Kristy McNichol, Terry O'Quinn",,,1986,16+,95 min,"Action, Drama","Susan Sarandon and Kristy McNichol star in this powerful drama sent during World War II, when a group of U.S. Army nurses in the Philippines are captured and imprisoned by Japanese troops."
s81,Movie,Woman Of Desire,Robert Ginty,"Jeff Fahey, Bo Derek",,,1994,R,99 min,"Drama, Suspense","A yacht captain, Jack Lynch, is accused of murdering his boss and raping the victim's wife, Christina Ford. Nothing is how it first appears. Jack seeks the help of veteran attorney Walter J. Hill to help prove his innocence."
s82,Movie,Woke Up Like This,John Elbert Ferrer,"Vhong Navarro, Lovi Poe",,,2017,13+,104 min,Comedy,"A story about Nando, who's a dutiful son and breadwinner to his family, and Sabrina, a rich kid and one of the top models in the country. While both prepare for their biggest breaks, these two strangers wake up one day in an extraordinary circumstance, switching bodies with each other. Philippines Tagalog movie."
s83,Movie,"Wizard of Loneliness, The",Jenny Bowen,"Lukas Haas, Lea Thompson",,,1988,PG-13,111 min,Drama,"Twelve year old Wendell is a confirmed cynic, sent to his grandparents Vermont farm during World War II. His only desire is to steal enough money to run away, until his loving grandparents, and young Aunt Sybil involve him in their lives."
s84,Movie,Within Our Gates,Oscar Micheaux,"Evelyn Preer, Flo Clements",,,1920,13+,78 min,Drama,"Abandoned by her fiance, an educated negro woman with a shocking past dedicates herself to helping a near bankrupt school for impoverished negro youths."
s85,TV Show,Wishenpoof,,"Addison Holley, Hope Cassandra, Scott McCord, Katie Griffin, Ethan Tavares, Devan Cohen, Roanna Cochrane, Millie Davis, Jason Priestley, Saara Chaudry, Kyle Lomas, Ava Priestley, Johnny Orlando, Kathy Laskey, Matthew MacFadzean, TJ McGibbon, Elizabeth Hanna, Caissie Levy, Ava Close, Nissae Isen, Jeff Geddis, Kristin Fairlie",United States,,2019,ALL,4 Seasons,Kids,"Bianca is just like any other little girl, except for one teensy little thing.  Bianca has Wish Magic, so she can make wishes come true! Whether she’s at home in Wish World, at the Willow Tree with her fairy friends, or at school with her non-fairy friends, Bianca and her hilarious teddy bear sidekick Bob navigate day-to-day problems."
s86,TV Show,Wisconsin Unexplained,,Michael Butt,,,2018,16+,1 Season,TV Shows,"Wisconsin is home to the Strange and unusual. UFO's Aliens, Ghosts, Spiritual encounters, demons, monsters. Wisconsin is a land of all of these legends. Wisconsin unexplained will share the stories of eye witnesses who lived through the unexplained."
s87,TV Show,Wipeout Canada,,"Ennis Esmer, Jonathan Torrens, Jessica Phillips",,,2011,ALL,1 Season,"Comedy, Documentary, Unscripted","Daring Canadian contestants are in pursuit of cash prizes on an extreme obstacle course designed to provide the most spectacular spills, face plants, and splashdowns."
s88,TV Show,Wipeout Australia,,"James Brayshaw, Josh Lawson, Kelly Landry",,,2009,7+,1 Season,"Comedy, Documentary, Unscripted","Based on the US game show of the same name, the Australian Wipeout is filmed in Argentina, where Aussie contestants battle ""the world's biggest obstacle course in order to win AUD $20,000."" Hosted by actor Josh Lawson and sports presenter James Brayshaw, the series will also feature Kelly Landry as an on-location reporter."
s89,Movie,Winterset,Alfred Santell,"Burgess Meredith, Eduordo Ciannelli",,,1936,NR,77 min,"Action, Drama","Immigrant radical Bartolomeo Romagna is falsely condemned and executed for a payroll robbery. Years later, his son Mio sets out to find the truth of the crime and to bring to account the gangster Trock Estrella."
s90,Movie,Winds Of The Wasteland,Mack V. Wright,"John Wayne, Phyllis Fraser, Lew Kelly, Douglas Cosgrove, Lane Chandler, Sam Flint, Bob Kortman, Ed Cassidy, Jon Hall, Merrill McCormick, Christian J. Frank, Jack Rockwell, Arthur Millett, Tracy Layne, Yakima Canutt, Horace B. Carpenter, Herman Hack, Henry Hall, Lloyd Ingraham, Jack Ingram, Cliff Lyons, Murdock MacQuarrie, Clyde McClary, Bud McClure, Art Mix, George Morrell, Bud Pope, Francis Walker, Joe Yrigoyen",,,1936,13+,55 min,Western,Wayne is the head of a stagecoach company and he and his friend fix up a stagecoach and compete with others for government contracts in the days of the Pony Express. The Duke was beginning to show more polish and confidence in this film and his fans will enjoy the action.
s91,Movie,Wind,Carroll Ballard,"Matthew Modine, Jennifer Grey, Cliff Robertson, Jack Thompson, Stellan Skarsgård, Rebecca Miller, Ned Vaughn, James Rebhorn, Ron Palillo",,,1992,PG-13,126 min,"Action, Drama, Sports","Will Parker loses the Americas Cup, the worlds biggest sailing prize, to the Australians and decides to form his own syndicate to win it back."
s92,Movie,William the Conqueror,Frederic Compain,,,,2015,13+,53 min,"Documentary, Special Interest","One of the most powerful rulers in all of European history, William the Conqueror, is profiled in this documentary. From his rulership at age eight, to his commanding victory in the battle of Hastings, William reinvented the structure of European royalty. From the battlefield to the royal court, William set the stage for the continent's future. This is his story."
s93,Movie,William Tecumseh Sherman: Beyond the March to the Sea,Jonathan Chase Cook,Jonathan Chase Cook,,,2019,13+,115 min,"Documentary, Special Interest","Soldier, banker, lawyer, professor; William Tecumseh Sherman was more than a Civil War General. Sherman voyaged the world, influenced the California Gold Rush, started banks and Louisiana State University. He advised and entertained presidents, and changed the dynamic of war. Later he set decades of policy in the American West. Few leaders have had such a contentious impact on America as Sherman."
s94,Movie,William Lee Martin: The Nutcracker - A Christmas Stand-up Comedy Spectacular,Brandon Jones,William Lee Martin,,,2019,16+,55 min,"Arts, Entertainment, and Culture, Comedy","The Texas comedian returns with his third television one-hour special talking all things Christmas including traditions, the pitfalls of having family over, and finding the ultimate gift in this one-of-a-kind stand-up special."
s95,Movie,William Lee Martin: Standing in the Middle,Brandon Jones,William Lee Martin,,,2019,18+,58 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","The middle aged, middle class, Texas comedian talks about life, being married, raising his five kids, and surviving in the middle of an America that is always changing."
s96,Movie,William and Kate: Into the Future,Alan Scales,"Prince William, Kate Middleton",,,2011,ALL,49 min,"Documentary, International, Special Interest","From student to royal girlfriend and then to modern day princess, Kate Middleton has made a remarkable journey. In less than a decade, this normal girl from an ordinary background has won her prince charming and become the prospective Queen of England."
s97,Movie,Wildlike,Frank Hall Green,"Bruce Greenwood, Ella Purnell, Brian Geraghty",,,2021,16+,104 min,"Action, Drama","An unlikely friendship forms in the spectacular Alaskan wilderness, giving a runaway girl hope and sanctuary in America's last frontier."
s98,Movie,Wildfire 7,Jason Bourque,"Tracey Gold, Alexander Walters",,,2002,,95 min,"Action, Drama","A female prison inmate is recruited into a special fire fighting program, only to find her expertise is needed sooner than expected"
s99,TV Show,Wildest Places,,,,,2019,ALL,3 Seasons,"Documentary, Special Interest","In terms of rainfall, the Antarctic is the driest place on earth, yet it holds more than two-thirds of the planet's fresh water. With plunging temperatures and powerful winds, our southernmost land mass is an unrelenting habitat. Nevertheless, life persists, and extraordinary creatures answer the call of the seasons. This frozen tundra is the Wildest Antarctic."
s100,Movie,Wilder Napalm,Glenn Gordon Caron,"Debra Winger, Dennis Quaid, Arliss Howard, M. Emmet Walsh, Jim Varney",,,1993,PG-13,109 min,"Comedy, Science Fiction","Two brothers with the secret power of starting fires with their minds, reunite after years apart, only to find conflict with their differing lifestyles."
s101,TV Show,Wild North,,,,,2014,7+,1 Season,"Documentary, Special Interest","""Wild North"" moves through three biotopes; vast forests, rugged coastline and interior highlands shaped by shifting ice ages. These landscapes resonate deep within the Scandinavian soul, floating into view like illustrations from shared fairy tales. And so do the iconic animal species that feature strongly in each programme, stirring ancestral memories and reaffirming our connection with the land."
s102,TV Show,Wild Kratts,,"Chris Kratt, Martin Kratt, Athena Karkanis, Jonathan Malen, Heather Bambrick, Zachary Bennett, Eva Almos, Cory Doran, Gavin Kratt, Aidan Kratt, Ronan Kratt, Addison Holley, Maya Lowe, Paige Roughely, Emilia McCarthy, Zoe Fraser, Rachel Marcus, Nolan Kratt, Julie Lemieux, Amariah Faulkner, Christian Martyn, Jacob Ewaniuk, Jaclyn Forbes, Ian Hanson, Aiden Kratt, Charles Vandervaart, Jenna Warren",,,2011,TV-Y,1 Season,Kids,"The real-life Chris and Martin introduce each Wild Kratts episode with a live action segment that imagines what it would be like to experience a never- before-seen wildlife moment, and asks, ""What if...?"" The Kratt brothers transition into animation and the adventure begins, bringing early-elementary school children into the secret lives of extraordinary creatures, many of which have never been animated before - including proboscis monkeys, draco lizards and caracals!"
s103,Movie,Wild Geese,Andrew V. McLaglen,"Richard Burton, Roger Moore, Richard Harris",,,2012,18+,135 min,Action,"Screen legends Richard Burton, Roger Moore and Richard Harris star as a team of aging mercenaries hired by a wealthy industrialist for one final mission: Recruit and train a squad of desperate commandos, parachute into an unstable African nation, snatch its deposed President from a maximum security army prison, escape via the military-controlled airport, and massacre anyone who gets in their way."
s104,Movie,Wild Colombia Revealed,Mike Slee,,,,2016,7+,91 min,"Documentary, Special Interest","Nestled at the top of South America, Colombia is a dream for ecologists everywhere. Filmed at over 85 locations with 150 hours of footage, this ambitious natural history feature showcases 38 different species from 20 documented ecosystems. From jaguars in the shadows hunting their prey to the silver arowana fish mouth-brooding its young, this film reveals the wonder and majesty of Colombia."
s105,TV Show,Wild Boys,,"Daniel MacPherson, Michael Dorman, Alexander England, Zoe Ventoura, Anna Hutchison, Jeremy Sims, Nathaniel Dean, David Field, Caroline Brazier, Krew Boylan",,,2011,13+,1 Season,"Drama, Western","Wild Boys is an Australian television period drama series set in Australia 1860s, in and around the fictional town of Hopetoun. The show follows a gang of bushrangers as they stage hold-ups determined to keep ahead of the troopers or wind up at the end of a noose."
s106,Movie,Why We Fight,Eugene Jarecki,"Gore Vidal, John McCain, Ken Adelman",,,2006,PG-13,99 min,Documentary,"Winner of the 2005 Grand Jury Prize at the Sundance Film Festival, Eugene Jarecki's groundbreaking documentary dissects the political, economic and historic reasons behind our increasingly aggressive military strategy since the end of World War II."
