Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Delivery_Date,Weight_kg,Cost,Status,Distance_miles,Transit_Days
SH11017,Warehouse_ATL,Dallas,OnTrac,12/05/2023,18/05/2023,50.3,257.68,Delivered,1485,6
SH11018,Warehouse_SEA,San Francisco,Amazon Logistics,06/08/2023,10/08/2023,23.7,280.45,Returned,2017,4
SH11019,Warehouse_MIA,Detroit,UPS,22/02/2023,27/02/2023,43.5,324.49,Delivered,2021,5
SH11021,Warehouse_NYC,Denver,OnTrac,28/03/2023,04/04/2023,16.7,200.43,Delivered,1466,7
SH11022,Warehouse_BOS,Boston,FedEx,15/03/2023,17/03/2023,12.8,94.48,Delivered,626,2
SH11023,Warehouse_DEN,Atlanta,OnTrac,20/02/2023,23/02/2023,3.5,138.85,Delivered,1063,3
SH11024,Warehouse_NYC,Atlanta,UPS,16/04/2023,18/04/2023,166.1,337.18,Delivered,870,2
SH11025,Warehouse_BOS,Chicago,FedEx,23/08/2023,28/08/2023,21.8,325.09,Delivered,2387,5
SH11026,Warehouse_LA,San Francisco,Amazon Logistics,29/04/2023,03/05/2023,25.3,172.77,Delivered,1260,4
SH11027,Warehouse_DEN,Dallas,OnTrac,16/02/2023,02/03/2023,8.5,228.43,Delayed,1754,4
SH11028,Warehouse_SF,Detroit,UPS,29/08/2023,01/09/2023,12.4,129.81,In Transit,842,3
SH11029,Warehouse_SF,New York,FedEx,21/06/2023,25/06/2023,40.7,240.08,Delivered,1457,4
SH11030,Warehouse_SF,Detroit,OnTrac,10/06/2023,17/06/2023,17.3,300.85,Delivered,2372,7
SH11031,Warehouse_BOS,Denver,OnTrac,26/07/2023,31/07/2023,12.9,276.52,Delivered,1986,5
SH11032,Warehouse_SF,Seattle,UPS,10/06/2023,12/06/2023,27.3,54.83,Delivered,128,2
SH11033,Warehouse_NYC,Phoenix,OnTrac,23/12/2023,25/12/2023,20.2,82.02,Delivered,426,2
SH11034,Warehouse_DEN,San Francisco,FedEx,22/05/2023,27/05/2023,22.6,256.62,In Transit,1708,5
SH11035,Warehouse_BOS,New York,OnTrac,23/12/2023,01/01/2024,15.2,261.44,Delayed,1561,3
SH11036,Warehouse_CHI,Phoenix,OnTrac,09/06/2023,23/06/2023,18.4,156.75,Delayed,1064,5
SH11037,Warehouse_LA,Chicago,DHL,15/03/2023,20/03/2023,14.7,292.83,Delivered,1842,5
SH11038,Warehouse_ATL,Seattle,LaserShip,05/10/2023,11/10/2023,41.9,129.64,Delivered,670,6
SH11039,Warehouse_SF,Atlanta,UPS,04/10/2023,08/10/2023,9.4,208.22,Delivered,1675,4
SH11040,Warehouse_CHI,Boston,FedEx,05/09/2023,15/09/2023,8.4,237.7,Delayed,1854,5
SH11041,Warehouse_MIA,San Francisco,DHL,08/04/2023,15/04/2023,20.5,369.7,Delivered,2249,7
SH11042,Warehouse_SF,Miami,OnTrac,15/06/2023,23/06/2023,16.4,264.86,Delayed,1947,4
SH11043,Warehouse_ATL,Portland,UPS,30/12/2023,31/12/2023,19.9,66.41,Delivered,229,1
SH11044,Warehouse_SF,Minneapolis,USPS,26/03/2023,28/03/2023,45.5,87.93,Delivered,399,2
SH11045,Warehouse_SEA,Los Angeles,LaserShip,23/08/2023,26/08/2023,31.8,101.3,In Transit,519,3
SH11046,Warehouse_LA,Houston,FedEx,20/02/2023,24/02/2023,20.3,232.45,Delivered,1505,4
SH11047,Warehouse_SEA,Denver,UPS,07/06/2023,12/06/2023,34.3,295.73,Delivered,2017,5
SH11048,Warehouse_NYC,Phoenix,Amazon Logistics,11/04/2023,18/04/2023,12.7,285.48,Lost,2264,7
SH11049,Warehouse_SF,San Francisco,USPS,06/11/2023,11/11/2023,53.3,343.47,Delivered,2222,5
SH11050,Warehouse_DEN,Dallas,OnTrac,04/10/2023,10/10/2023,85.3,406.22,Delivered,2470,6
SH11051,Warehouse_SF,Denver,DHL,16/08/2023,20/08/2023,18.1,205.49,Delivered,1418,4
SH11052,Warehouse_NYC,Dallas,DHL,16/08/2023,23/08/2023,8.2,257.45,Delivered,1838,7
SH11053,Warehouse_DEN,Atlanta,LaserShip,14/01/2023,15/01/2023,14.4,50.76,Delivered,253,1
SH11054,Warehouse_DEN,Houston,LaserShip,23/12/2023,27/12/2023,4.3,218.11,Delivered,1565,4
SH11055,Warehouse_ATL,Atlanta,OnTrac,10/09/2023,14/09/2023,57.1,259.94,Delivered,1447,4
SH11056,Warehouse_BOS,New York,UPS,05/08/2023,08/08/2023,18,63.23,Delivered,312,3
SH11057,Warehouse_BOS,Phoenix,LaserShip,18/07/2023,19/07/2023,27.5,41.66,Delivered,101,1
SH11058,Warehouse_DEN,Denver,OnTrac,17/01/2023,21/01/2023,20.7,179.54,Delivered,1413,4
SH11059,Warehouse_HOU,Seattle,FedEx,02/05/2023,06/05/2023,14.5,88.92,Delivered,581,4
SH11060,Warehouse_NYC,Houston,DHL,25/12/2023,03/01/2024,9.3,223.05,Delayed,1331,3
SH11061,Warehouse_SF,Dallas,UPS,22/01/2023,27/01/2023,10.3,237.92,Delivered,1737,5
SH11062,Warehouse_HOU,Detroit,DHL,10/05/2023,22/05/2023,31.3,323.1,Delayed,1873,5
SH11063,Warehouse_MIA,Denver,LaserShip,12/12/2023,15/12/2023,14.3,88.88,Delivered,489,3
SH11064,Warehouse_ATL,Miami,LaserShip,06/07/2023,12/07/2023,42.3,297.4,Delivered,2310,6
SH11065,Warehouse_LA,Atlanta,DHL,04/01/2023,09/01/2023,55.9,321.41,Delivered,1931,5
SH11066,Warehouse_CHI,Portland,Amazon Logistics,14/10/2023,17/10/2023,8,33.03,Delivered,207,3
SH11067,Warehouse_BOS,Denver,UPS,19/07/2023,01/08/2023,25.9,323.47,Delayed,2279,7
SH11068,Warehouse_SEA,Dallas,UPS,04/05/2023,09/05/2023,11.6,196.42,Delivered,1463,5
SH11069,Warehouse_CHI,Portland,Amazon Logistics,02/07/2023,04/07/2023,20.2,129.06,Delivered,780,2
SH11070,Warehouse_ATL,Minneapolis,FedEx,09/05/2023,11/05/2023,21.9,101.98,Delivered,506,2
SH11071,Warehouse_DEN,Dallas,Amazon Logistics,20/01/2023,29/01/2023,10.3,310.92,Delivered,2349,9
SH11072,Warehouse_ATL,New York,LaserShip,05/12/2023,07/12/2023,7,114.15,Delivered,704,2
SH11073,Warehouse_NYC,Portland,USPS,01/10/2023,07/10/2023,37.4,165.48,Delivered,1209,6
SH11074,Warehouse_CHI,Miami,Amazon Logistics,23/08/2023,27/08/2023,13.9,163.87,Delivered,1350,4
SH11075,Warehouse_LA,Boston,Amazon Logistics,15/10/2023,21/10/2023,6,162.4,Delivered,1231,6
SH11076,Warehouse_NYC,Dallas,OnTrac,17/04/2023,19/04/2023,32.4,81.15,Delivered,415,2
SH11077,Warehouse_ATL,Phoenix,USPS,31/05/2023,02/06/2023,21.1,49.8,Delivered,270,2
SH11078,Warehouse_ATL,Houston,Amazon Logistics,05/07/2023,10/07/2023,66.5,94.15,Delivered,155,5
SH11079,Warehouse_NYC,Detroit,UPS,15/12/2023,21/12/2023,19.5,354.28,Delivered,2393,6
SH11080,Warehouse_HOU,Dallas,UPS,09/10/2023,14/10/2023,7.6,108.9,Delivered,772,5
SH11081,Warehouse_CHI,Miami,Amazon Logistics,23/07/2023,26/07/2023,84.6,260.78,In Transit,1350,3
SH11082,Warehouse_DEN,San Francisco,DHL,05/09/2023,16/09/2023,26.7,243.13,Delayed,1505,5
SH11083,Warehouse_SF,Portland,Amazon Logistics,29/06/2023,01/07/2023,22.6,115.12,Delivered,719,2
SH11084,Warehouse_DEN,Phoenix,FedEx,18/12/2023,21/12/2023,31,227.94,Delivered,1045,3
SH11085,Warehouse_SF,Atlanta,FedEx,17/10/2023,21/10/2023,22.9,178.45,Delivered,1185,4
SH11086,Warehouse_ATL,Boston,UPS,11/09/2023,17/09/2023,41.5,338.34,Delivered,2120,6
SH11087,Warehouse_BOS,Portland,OnTrac,07/11/2023,12/11/2023,40,437.26,Delivered,2431,5
SH11088,Warehouse_BOS,New York,DHL,24/10/2023,26/10/2023,3.5,105.56,Delivered,799,2
SH11089,Warehouse_LA,Detroit,LaserShip,28/10/2023,31/10/2023,70.4,166.43,Delivered,795,3
SH11090,Warehouse_LA,Detroit,DHL,22/12/2023,25/12/2023,17.5,100.77,Delivered,427,3
SH11091,Warehouse_SF,Atlanta,LaserShip,26/07/2023,07/08/2023,15.5,130.67,Delayed,1035,3
SH11092,Warehouse_NYC,Portland,DHL,29/07/2023,02/08/2023,26.5,292.13,Delivered,1670,4
SH11093,Warehouse_BOS,Portland,Amazon Logistics,03/05/2023,15/05/2023,7.7,226.92,Delivered,1895,12
SH11094,Warehouse_ATL,Miami,Amazon Logistics,24/05/2023,28/05/2023,31.7,134.57,Delivered,862,4
SH11095,Warehouse_SF,New York,DHL,24/05/2023,28/05/2023,15.3,271.25,Delivered,1709,4
SH11096,Warehouse_NYC,Phoenix,FedEx,15/05/2023,21/05/2023,7.1,304.96,Delivered,2397,6
SH11097,Warehouse_HOU,Portland,FedEx,11/01/2023,17/01/2023,90.3,248.01,Delivered,1076,6
SH11098,Warehouse_LA,San Francisco,LaserShip,31/03/2023,04/04/2023,30.3,127.04,Delivered,862,4
SH11099,Warehouse_DEN,Atlanta,OnTrac,25/10/2023,31/10/2023,12.6,158.56,Delivered,1256,6
SH11100,Warehouse_NYC,Miami,FedEx,09/09/2023,13/09/2023,15,185.82,Delivered,1368,4
SH11101,Warehouse_CHI,Miami,OnTrac,02/01/2023,20/01/2023,57.4,222.36,Delayed,1350,5
SH11102,Warehouse_ATL,Houston,UPS,22/11/2023,27/11/2023,61.5,383.67,Delivered,1976,5
SH11103,Warehouse_LA,San Francisco,FedEx,18/08/2023,24/08/2023,7.7,49.02,In Transit,313,6
SH11104,Warehouse_HOU,Denver,FedEx,02/12/2023,05/12/2023,53.7,255.13,Delivered,1030,3
SH11105,Warehouse_LA,San Francisco,LaserShip,03/08/2023,10/08/2023,54.6,6562.21,Delivered,1942,7
SH11106,Warehouse_DEN,San Francisco,UPS,12/03/2023,15/03/2023,19,180.68,Delivered,1291,3
SH11107,Warehouse_SEA,Portland,FedEx,25/11/2023,04/12/2023,12.6,291.61,Delayed,1899,5
SH11108,Warehouse_BOS,Miami,UPS,26/06/2023,01/07/2023,54.3,314.48,Delivered,1853,5
SH11109,Warehouse_LA,Dallas,DHL,08/01/2023,11/01/2023,11.8,193.89,Delivered,1435,3
SH11110,Warehouse_NYC,Portland,FedEx,01/08/2023,07/08/2023,22.9,358.05,Delivered,2443,6
SH11111,Warehouse_SEA,San Francisco,USPS,08/02/2023,10/02/2023,24.1,80.77,Delivered,531,2
SH11112,Warehouse_HOU,Houston,USPS,30/05/2023,31/05/2023,24.2,44.49,Delivered,134,1
SH11113,Warehouse_SF,Seattle,FedEx,28/06/2023,03/07/2023,54.5,373.97,Delivered,2490,5
SH11114,Warehouse_CHI,Los Angeles,Amazon Logistics,26/02/2023,07/03/2023,26.2,282.94,Delivered,2291,9
SH11115,Warehouse_HOU,Atlanta,DHL,02/03/2023,07/03/2023,17.8,123.19,Delivered,800,5
SH11116,Warehouse_LA,Miami,LaserShip,17/12/2023,21/12/2023,16.4,316.52,Returned,1914,4
SH11118,Warehouse_ATL,Dallas,Amazon Logistics,25/01/2023,30/01/2023,44.6,209.38,Delivered,1333,5
SH11119,Warehouse_BOS,Seattle,USPS,29/12/2023,04/01/2024,6.7,88.73,Delivered,627,6
SH11120,Warehouse_NYC,Houston,FedEx,28/11/2023,02/12/2023,54.5,232.49,Delivered,866,4
SH11121,Warehouse_SEA,Boston,FedEx,27/08/2023,01/09/2023,17.2,248.83,Delivered,1896,5
SH11122,Warehouse_LA,San Francisco,FedEx,12/09/2023,18/09/2023,30.8,314.99,Delivered,1981,6
SH11123,Warehouse_MIA,Houston,UPS,02/03/2023,03/03/2023,14,50.83,In Transit,266,1
SH11124,Warehouse_NYC,Houston,UPS,31/03/2023,04/04/2023,7.9,219.09,Delivered,1665,4
SH11125,Warehouse_DEN,New York,DHL,25/12/2023,29/12/2023,14.3,256.96,Delivered,1446,4
SH11126,Warehouse_HOU,Miami,UPS,31/08/2023,02/09/2023,40.7,140.21,Delivered,807,2
SH11127,Warehouse_NYC,Phoenix,FedEx,17/09/2023,23/09/2023,24.5,300.24,Delivered,1863,6
SH11128,Warehouse_DEN,Phoenix,LaserShip,12/08/2023,19/08/2023,28.4,95.99,Delayed,496,1
SH11129,Warehouse_SEA,Phoenix,USPS,24/10/2023,28/10/2023,21.5,200.39,Delivered,1391,4
SH11130,Warehouse_NYC,Dallas,DHL,10/06/2023,11/06/2023,18.2,77.4,Delivered,361,1
SH11131,Warehouse_HOU,Minneapolis,UPS,29/11/2023,05/12/2023,1.1,394.62,Delivered,2484,6
SH11132,Warehouse_BOS,Minneapolis,LaserShip,17/12/2023,31/12/2023,35.4,212.98,Delayed,1171,5
SH11133,Warehouse_BOS,Chicago,UPS,12/07/2023,17/07/2023,10.4,107.97,Delivered,810,5
SH11134,Warehouse_BOS,Atlanta,USPS,07/02/2023,11/02/2023,15.6,159.13,Delivered,1230,4
SH11136,Warehouse_ATL,Detroit,DHL,28/11/2023,29/11/2023,15,48.67,Delivered,173,1
SH11137,Warehouse_SEA,Boston,LaserShip,21/02/2023,26/02/2023,15.1,223.5,Delivered,1689,5
SH11138,Warehouse_CHI,Denver,USPS,27/02/2023,03/03/2023,26.1,147.22,In Transit,1000,4
SH11139,Warehouse_DEN,New York,FedEx,23/07/2023,26/07/2023,49.8,191.95,Delivered,910,3
SH11140,Warehouse_SEA,Phoenix,Amazon Logistics,29/06/2023,01/07/2023,21.1,42.11,Delivered,111,2
SH11141,Warehouse_LA,San Francisco,UPS,06/11/2023,18/11/2023,49.6,245.62,Delayed,1043,5
SH11142,Warehouse_SEA,San Francisco,FedEx,06/03/2023,09/03/2023,51.1,221.01,Delivered,1170,3
SH11143,Warehouse_HOU,Phoenix,Amazon Logistics,16/12/2023,18/12/2023,1.9,119.85,Delivered,796,2
SH11144,Warehouse_BOS,Los Angeles,OnTrac,30/06/2023,04/07/2023,21.2,271.48,Delivered,1849,4
SH11145,Warehouse_MIA,Los Angeles,OnTrac,31/12/2023,08/01/2024,44.8,183.23,In Transit,716,8
SH11146,Warehouse_DEN,Los Angeles,LaserShip,11/01/2023,12/01/2023,6.6,39.88,Delivered,265,1
SH11147,Warehouse_CHI,Seattle,USPS,20/12/2023,25/12/2023,29.9,233.47,Delivered,1576,5
SH11148,Warehouse_LA,Dallas,FedEx,21/01/2023,25/01/2023,48.1,261.72,Delivered,1435,4
SH11149,Warehouse_SEA,Chicago,USPS,16/11/2023,19/11/2023,19,782.71,Delivered,870,3
SH11150,Warehouse_DEN,Houston,UPS,25/08/2023,01/09/2023,25.3,334.33,Delivered,2305,7
SH11151,Warehouse_NYC,Boston,OnTrac,23/11/2023,24/11/2023,10.7,42.56,Delivered,215,1
SH11152,Warehouse_DEN,Denver,DHL,11/09/2023,17/09/2023,9.2,225.24,In Transit,1505,6
SH11153,Warehouse_MIA,San Francisco,LaserShip,24/08/2023,31/08/2023,0.3,273.62,Delivered,2149,7
SH11154,Warehouse_SEA,Chicago,Amazon Logistics,11/10/2023,17/10/2023,18.5,225.53,Delivered,1585,6
SH11155,Warehouse_LA,Chicago,DHL,19/09/2023,22/09/2023,10.2,31.86,Delivered,112,3
SH11156,Warehouse_SF,Minneapolis,LaserShip,21/08/2023,28/08/2023,72.2,354.2,Delivered,2135,7
SH11157,Warehouse_DEN,Boston,FedEx,04/09/2023,10/09/2023,25,316.11,Delivered,2154,6
SH11158,Warehouse_MIA,Boston,OnTrac,14/09/2023,19/09/2023,9.6,202.87,In Transit,1608,5
SH11159,Warehouse_BOS,Atlanta,DHL,20/08/2023,23/08/2023,6.9,149.93,Delivered,1077,3
SH11160,Warehouse_SEA,Denver,USPS,29/11/2023,01/12/2023,15.1,99.27,Delivered,565,2
SH11161,Warehouse_CHI,Denver,LaserShip,09/05/2023,12/05/2023,67.4,220.93,Delivered,1000,3
SH11162,Warehouse_MIA,Chicago,DHL,14/10/2023,15/10/2023,18.3,87.07,Delivered,453,1
SH11163,Warehouse_DEN,Minneapolis,Amazon Logistics,06/02/2023,09/02/2023,94.1,117.26,Delivered,132,3
SH11164,Warehouse_LA,Dallas,DHL,18/01/2023,21/01/2023,8.2,207.39,Delivered,1435,3
SH11165,Warehouse_HOU,New York,UPS,16/04/2023,21/04/2023,7,291.75,Delivered,2078,5
SH11166,Warehouse_LA,Houston,USPS,25/01/2023,29/01/2023,53.6,196.98,Delivered,1047,4
SH11167,Warehouse_SF,Boston,DHL,14/08/2023,19/08/2023,5.7,241.01,Delivered,1582,5
SH11168,Warehouse_LA,Phoenix,UPS,06/08/2023,11/08/2023,27.1,75.57,Delivered,373,5
SH11169,Warehouse_ATL,Boston,Amazon Logistics,04/10/2023,17/10/2023,15.9,216.07,Delayed,1814,6
SH11170,Warehouse_HOU,Miami,Amazon Logistics,08/07/2023,12/07/2023,6.5,156,Delivered,1302,4
SH11171,Warehouse_HOU,Atlanta,UPS,26/12/2023,29/12/2023,4.7,116.83,Delivered,800,3
SH11172,Warehouse_LA,Seattle,OnTrac,19/10/2023,02/11/2023,17.3,156.7,Delayed,1135,5
SH11173,Warehouse_SF,Minneapolis,LaserShip,11/08/2023,14/08/2023,60.8,217.77,Delivered,1157,3
SH11174,Warehouse_DEN,Portland,FedEx,10/07/2023,15/07/2023,17.1,278.83,Delivered,1989,5
SH11175,Warehouse_SEA,Portland,USPS,22/02/2023,23/02/2023,21.6,64.62,Delivered,374,1
SH11176,Warehouse_ATL,Portland,FedEx,09/06/2023,10/06/2023,13.1,32.11,In Transit,131,1
SH11177,Warehouse_DEN,Minneapolis,LaserShip,11/08/2023,13/08/2023,31.4,92.42,Delivered,422,2
SH11178,Warehouse_ATL,Atlanta,FedEx,05/07/2023,10/07/2023,38,329.04,Delivered,1940,5
SH11179,Warehouse_NYC,Chicago,DHL,26/12/2023,12/01/2024,13.4,137.91,Delayed,790,4
SH11180,Warehouse_NYC,Seattle,DHL,07/04/2023,10/04/2023,13,123.25,Delivered,860,3
SH11181,Warehouse_SF,Miami,OnTrac,18/07/2023,21/07/2023,7.2,139.61,Delivered,1122,3
SH11182,Warehouse_SF,Minneapolis,FedEx,15/04/2023,19/04/2023,8.4,214.35,In Transit,1640,4
SH11183,Warehouse_NYC,San Francisco,DHL,10/11/2023,18/11/2023,9.5,353.39,Delivered,2274,8
SH11184,Warehouse_NYC,Denver,USPS,28/01/2023,29/01/2023,21.7,78.83,Delivered,461,1
SH11186,Warehouse_LA,Houston,FedEx,12/02/2023,13/01/2023,22.1,301.23,Delayed,1879,5
SH11187,Warehouse_MIA,Detroit,DHL,08/01/2023,11/01/2023,13.5,116.78,In Transit,702,3
SH11188,Warehouse_HOU,Denver,LaserShip,26/02/2023,27/01/2023,45,182.33,Returned,1030,3
SH11189,Warehouse_SF,San Francisco,FedEx,21/11/2023,24/11/2023,43.7,135.18,Delivered,462,3
SH11190,Warehouse_CHI,Minneapolis,FedEx,22/03/2023,24/03/2023,152.7,290.77,Delivered,841,2
SH11191,Warehouse_SF,San Francisco,OnTrac,11/05/2023,16/05/2023,39.3,186.59,Delivered,1317,5
SH11192,Warehouse_LA,San Francisco,OnTrac,04/12/2023,09/12/2023,19,416.08,Delivered,2473,5
SH11194,Warehouse_DEN,Phoenix,Amazon Logistics,21/02/2023,26/02/2023,8.3,181.52,Delivered,1457,5
SH11195,Warehouse_MIA,Phoenix,LaserShip,17/06/2023,21/06/2023,9.9,202.54,Delivered,1493,4
SH11196,Warehouse_SEA,San Francisco,UPS,21/11/2023,27/11/2023,27.3,317.02,Returned,1876,6
SH11197,Warehouse_MIA,Detroit,USPS,24/07/2023,26/07/2023,27.9,146.44,Delivered,1067,2
SH11198,Warehouse_DEN,Chicago,USPS,24/01/2023,01/02/2023,58.9,257.07,Delivered,1762,8
SH11199,Warehouse_SF,Chicago,DHL,19/06/2023,24/06/2023,83.7,296.97,Delivered,1417,5
SH11200,Warehouse_HOU,Los Angeles,LaserShip,13/05/2023,19/05/2023,19.8,271.24,Delivered,1945,6
SH11201,Warehouse_MIA,Denver,UPS,13/10/2023,16/10/2023,17.5,90.05,Delivered,591,3
SH11202,Warehouse_DEN,Atlanta,FedEx,30/12/2023,02/01/2024,19,153.23,Delivered,850,3
SH11203,Warehouse_BOS,Los Angeles,OnTrac,09/12/2023,12/12/2023,10.9,201.11,Delivered,1413,3
SH11204,Warehouse_LA,Seattle,OnTrac,09/02/2023,20/02/2023,28.6,180.9,Delayed,1135,3
SH11205,Warehouse_SEA,Houston,DHL,27/06/2023,12/07/2023,17,217.08,Delayed,1396,7
SH11206,Warehouse_SEA,Boston,FedEx,24/08/2023,29/08/2023,34.1,328.13,Delivered,2324,5
SH11207,Warehouse_BOS,Portland,DHL,26/03/2023,31/03/2023,10.5,366.13,Delivered,2421,5
SH11208,Warehouse_DEN,Denver,UPS,18/02/2023,23/02/2023,6.5,158.31,Delivered,1109,5
SH11209,Warehouse_SEA,Minneapolis,OnTrac,30/07/2023,05/08/2023,27.1,259.17,Delivered,2087,6
SH11210,Warehouse_CHI,Dallas,FedEx,18/01/2023,24/01/2023,30,343.66,Delivered,2379,6
SH11211,Warehouse_LA,San Francisco,FedEx,16/06/2023,28/06/2023,250.9,395,Delayed,239,1
SH11212,Warehouse_NYC,Atlanta,OnTrac,26/06/2023,29/06/2023,23.5,119.58,Delivered,870,3
SH11214,Warehouse_CHI,Miami,FedEx,26/03/2023,31/03/2023,81.7,289.48,Delivered,1350,5
SH11215,Warehouse_DEN,Dallas,LaserShip,01/02/2023,03/02/2023,17.5,66.25,Delivered,438,2
SH11216,Warehouse_MIA,Dallas,Amazon Logistics,02/11/2023,11/11/2023,26.1,286.32,Delayed,1611,4
SH11217,Warehouse_SEA,Seattle,LaserShip,11/06/2023,16/06/2023,80.8,209.48,Delivered,805,5
SH11218,Warehouse_BOS,Phoenix,FedEx,25/02/2023,27/02/2023,36.8,78.75,Delivered,196,2
SH11219,Warehouse_HOU,Minneapolis,DHL,29/04/2023,03/05/2023,48.2,262.05,Delivered,1272,4
SH11220,Warehouse_ATL,Phoenix,UPS,05/08/2023,12/08/2023,42,359.87,Delivered,2255,7
SH11221,Warehouse_MIA,Los Angeles,LaserShip,05/11/2023,07/11/2023,29.5,109.58,In Transit,409,2
SH11223,Warehouse_SEA,San Francisco,FedEx,05/09/2023,11/09/2023,24.9,351.21,Delivered,2438,6
SH11224,Warehouse_MIA,Dallas,UPS,25/11/2023,29/11/2023,17.9,336.25,Delivered,2051,4
SH11225,Warehouse_HOU,Chicago,USPS,02/09/2023,08/09/2023,15.1,253.23,Delivered,2145,6
SH11226,Warehouse_ATL,Miami,DHL,18/08/2023,02/09/2023,36.3,266.23,Delayed,1635,4
SH11227,Warehouse_MIA,New York,UPS,09/06/2023,16/06/2023,17.4,250.19,Delivered,1839,7
SH11228,Warehouse_DEN,Los Angeles,Amazon Logistics,26/10/2023,30/10/2023,18.4,115.48,Delivered,723,4
SH11229,Warehouse_ATL,Boston,LaserShip,13/08/2023,15/08/2023,10.4,80.42,Delivered,615,2
SH11230,Warehouse_HOU,Chicago,Amazon Logistics,13/05/2023,16/05/2023,17.8,122.76,Delivered,809,3
SH11231,Warehouse_ATL,Phoenix,USPS,05/12/2023,14/12/2023,65.6,368.43,Delivered,2255,9
SH11232,Warehouse_CHI,Dallas,Amazon Logistics,01/05/2023,05/05/2023,9.7,120.4,Delivered,997,4
SH11234,Warehouse_LA,Dallas,DHL,17/05/2023,23/05/2023,6.2,210.74,Delayed,1435,5
SH11235,Warehouse_SF,Minneapolis,LaserShip,07/07/2023,14/07/2023,42.8,322.49,Delivered,2389,7
SH11236,Warehouse_SEA,Dallas,OnTrac,22/03/2023,28/03/2023,10.6,256.26,Returned,2001,6
SH11237,Warehouse_MIA,Detroit,USPS,27/01/2023,31/01/2023,10.6,107.5,Delivered,788,4
SH11238,Warehouse_DEN,Los Angeles,USPS,29/04/2023,04/05/2023,81.2,243.39,Delivered,1220,5
SH11239,Warehouse_DEN,Dallas,LaserShip,24/01/2023,26/01/2023,25.9,66.72,Delivered,300,2
SH11240,Warehouse_ATL,Denver,DHL,15/01/2023,21/01/2023,10.3,310.05,Delivered,2006,6
SH11241,Warehouse_ATL,Denver,LaserShip,08/08/2023,10/08/2023,22.8,46.91,Delivered,203,2
SH11242,Warehouse_DEN,Houston,DHL,20/01/2023,22/01/2023,10.2,112.82,Delivered,751,2
SH11243,Warehouse_HOU,Seattle,DHL,22/05/2023,27/05/2023,37.4,350.17,In Transit,2290,5
SH11244,Warehouse_SF,Minneapolis,DHL,01/10/2023,03/10/2023,13.8,60.56,Delivered,261,2
SH11245,Warehouse_MIA,Seattle,UPS,11/09/2023,16/09/2023,45.4,270.54,Delivered,1794,5
SH11246,Warehouse_NYC,Chicago,OnTrac,16/02/2023,18/02/2023,10.8,105.44,Delivered,790,2
SH11247,Warehouse_CHI,Houston,DHL,29/06/2023,04/07/2023,47.3,347.27,Delivered,2055,5
SH11248,Warehouse_SEA,Denver,DHL,10/09/2023,17/09/2023,58,389.41,Delayed,2199,6
SH11249,Warehouse_SF,Minneapolis,FedEx,26/02/2023,01/03/2023,21.4,136.39,In Transit,799,3
SH11250,Warehouse_LA,Portland,LaserShip,27/01/2023,28/01/2023,15.8,48.13,Delivered,250,1
SH11251,Warehouse_BOS,Houston,DHL,11/07/2023,16/07/2023,10.8,224.13,Delivered,1409,5
SH11252,Warehouse_SF,Atlanta,Amazon Logistics,04/05/2023,12/05/2023,40.5,236.11,Delayed,1756,4
SH11253,Warehouse_CHI,Portland,USPS,28/05/2023,01/06/2023,9.9,150.46,Delivered,1129,4
SH11254,Warehouse_HOU,Atlanta,LaserShip,29/09/2023,04/10/2023,44.4,152.04,Delivered,800,5
SH11255,Warehouse_NYC,New York,UPS,29/10/2023,01/11/2023,15.5,159.84,Delivered,1090,3
SH11256,Warehouse_NYC,Chicago,OnTrac,19/12/2023,23/12/2023,13.5,123.13,Delivered,790,4
SH11258,Warehouse_CHI,Dallas,Amazon Logistics,21/10/2023,26/10/2023,14.5,202.38,Delivered,1704,5
SH11259,Warehouse_BOS,Los Angeles,LaserShip,21/04/2023,27/04/2023,45.4,102.09,Delayed,473,2
SH11260,Warehouse_MIA,Chicago,UPS,04/02/2023,07/02/2023,13.1,195.45,Delivered,1331,3
SH11261,Warehouse_NYC,Seattle,LaserShip,22/02/2023,25/02/2023,25.7,159.21,Delivered,1023,3
SH11262,Warehouse_LA,Portland,USPS,31/05/2023,03/06/2023,70.5,159.12,Delivered,800,3
SH11263,Warehouse_HOU,Detroit,LaserShip,03/09/2023,07/09/2023,17,257.86,Delivered,1985,4
SH11264,Warehouse_SEA,Portland,LaserShip,09/08/2023,12/08/2023,36.4,77.58,Delivered,243,3
SH11265,Warehouse_BOS,Portland,UPS,10/07/2023,17/07/2023,16.4,265.38,Delivered,1834,7
SH11266,Warehouse_SEA,Portland,FedEx,26/08/2023,30/08/2023,16.4,240.73,Delivered,1726,4
SH11267,Warehouse_LA,Portland,Amazon Logistics,31/01/2023,03/02/2023,9.6,153.95,Delivered,1168,3
SH11268,Warehouse_HOU,Houston,Amazon Logistics,25/06/2023,27/06/2023,26.1,142.55,Delivered,880,2
SH11269,Warehouse_CHI,Minneapolis,OnTrac,10/02/2023,12/02/2023,21.6,60.18,Delivered,267,2
SH11270,Warehouse_CHI,Boston,LaserShip,04/07/2023,07/07/2023,19.3,163.73,Delivered,1097,3
SH11271,Warehouse_BOS,Detroit,UPS,08/06/2023,10/06/2023,10.5,56.72,Delivered,329,2
