Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X5,2021,Asia,Silver,Diesel,Manual,4.2,48241,106595,5829,Low
X3,2014,Middle East,White,Petrol,Automatic,4.7,95070,83106,6254,Low
7 Series,2014,North America,Silver,Electric,Automatic,3.6,182618,116107,7608,High
X3,2020,South America,Silver,Hybrid,Automatic,1.7,158566,114790,2156,Low
i8,2016,South America,Red,Hybrid,Manual,2.9,32573,42409,5098,Low
X1,2018,Asia,Blue,Diesel,Automatic,1.8,138433,112394,5095,Low
7 Series,2018,North America,White,Diesel,Manual,4.1,30215,40062,305,Low
i8,2012,Europe,Blue,Electric,Manual,1.7,67114,68714,5960,Low
3 Series,2012,Europe,Blue,Diesel,Manual,2.2,154736,78565,3990,Low
5 Series,2012,Middle East,Blue,Electric,Automatic,3.0,121611,76420,6844,Low
M3,2013,Middle East,White,Petrol,Manual,3.1,74067,67269,2781,Low
X5,2017,Africa,Blue,Hybrid,Manual,2.9,110631,110049,1386,Low
3 Series,2015,North America,Blue,Petrol,Automatic,3.1,187396,71905,7571,High
i3,2017,South America,Grey,Petrol,Automatic,4.0,174519,31948,5863,Low
X6,2010,North America,Blue,Petrol,Automatic,2.8,36327,66518,7163,High
3 Series,2017,South America,Silver,Electric,Manual,3.4,144332,102814,5037,Low
5 Series,2013,Middle East,Grey,Electric,Manual,2.6,163437,69488,8943,High
i8,2020,Asia,White,Hybrid,Manual,2.7,111872,34401,288,Low
X1,2010,North America,Red,Hybrid,Manual,3.6,4768,35905,5184,Low
X3,2017,Europe,Red,Electric,Manual,3.2,84155,70778,8167,High
X6,2013,South America,Red,Petrol,Manual,4.0,142408,60324,2195,Low
X1,2015,Middle East,Silver,Hybrid,Automatic,3.5,117990,58708,3657,Low
M5,2017,South America,Silver,Diesel,Manual,4.3,57377,91637,9121,High
i8,2013,Africa,Silver,Petrol,Manual,3.1,136263,116643,4751,Low
X1,2023,Europe,Silver,Diesel,Manual,3.2,112416,53115,874,Low
3 Series,2012,North America,White,Hybrid,Manual,3.8,110051,82258,9890,High
7 Series,2023,South America,Black,Electric,Manual,2.3,179767,47128,7301,High
X5,2018,Europe,Silver,Diesel,Manual,2.9,124134,37111,4242,Low
M5,2012,Europe,Black,Petrol,Automatic,3.7,124564,119792,3324,Low
X5,2018,Africa,Black,Electric,Manual,1.6,6634,67794,9284,High
i3,2022,North America,Black,Hybrid,Automatic,3.0,81603,115537,5387,Low
X6,2011,Africa,Red,Hybrid,Automatic,3.6,97667,81625,3309,Low
7 Series,2023,Europe,Black,Diesel,Manual,4.9,109291,30463,7111,High
M3,2011,Middle East,Black,Diesel,Automatic,4.6,106672,101785,1625,Low
M5,2011,Africa,Red,Petrol,Automatic,2.5,41594,93495,489,Low
i3,2015,Asia,White,Hybrid,Manual,3.3,95364,91829,7118,High
M5,2012,Middle East,Red,Diesel,Manual,1.7,71227,114903,8924,High
X1,2022,South America,Black,Petrol,Automatic,2.3,26767,117363,642,Low
i3,2018,Africa,White,Hybrid,Automatic,4.2,27979,95982,4366,Low
M5,2013,Asia,White,Petrol,Automatic,1.9,170073,81725,1404,Low
X5,2010,Africa,White,Hybrid,Automatic,2.4,23577,62344,8358,High
3 Series,2013,South America,Blue,Electric,Automatic,4.8,121155,35561,3816,Low
X1,2010,North America,Black,Diesel,Manual,4.4,148730,59157,9680,High
M3,2023,South America,Grey,Hybrid,Manual,4.2,80410,55419,7109,High
X3,2014,South America,Silver,Petrol,Manual,4.5,35380,84387,6211,Low
X6,2013,South America,White,Electric,Manual,4.1,183126,36457,1866,Low
X5,2017,Europe,Silver,Electric,Automatic,1.9,5204,32190,143,Low
X5,2017,South America,Black,Hybrid,Manual,3.3,42159,85852,5802,Low
X3,2016,Asia,Grey,Petrol,Automatic,3.1,143652,93537,5924,Low
X6,2012,South America,Grey,Diesel,Manual,2.6,186337,56075,9184,High
i3,2010,Asia,White,Petrol,Manual,4.4,25644,33486,4936,Low
5 Series,2010,Africa,Grey,Electric,Manual,3.1,127690,74267,2849,Low
5 Series,2021,Asia,White,Electric,Manual,1.7,21122,112462,5903,Low
i8,2020,South America,White,Hybrid,Automatic,2.5,59781,62084,4541,Low
i3,2012,Europe,Black,Hybrid,Automatic,2.3,183685,119952,9131,High
7 Series,2015,Europe,Grey,Diesel,Manual,4.6,126540,33593,3220,Low
7 Series,2016,Africa,Red,Diesel,Manual,3.8,92316,85617,1909,Low
X3,2015,Asia,Grey,Diesel,Manual,3.5,6304,45543,6657,Low
X6,2023,Europe,White,Hybrid,Automatic,3.3,54800,100512,9966,High
X5,2023,South America,Grey,Petrol,Manual,3.8,51128,94088,2930,Low
i8,2015,Middle East,Silver,Electric,Automatic,4.1,86794,39377,9525,High
X1,2015,Africa,Silver,Hybrid,Automatic,3.4,15994,41990,8543,High
i8,2022,Africa,Black,Diesel,Manual,4.8,89921,41946,2452,Low
X3,2012,Middle East,Silver,Hybrid,Automatic,4.9,110369,40370,6148,Low
3 Series,2015,Africa,Red,Electric,Automatic,5.0,69854,58429,8981,High
X3,2017,North America,Silver,Petrol,Manual,3.8,113551,30284,241,Low
3 Series,2020,Middle East,Red,Petrol,Automatic,4.8,159467,76201,5760,Low
M3,2020,North America,Red,Hybrid,Automatic,2.9,180136,59712,6726,Low
X6,2011,North America,Black,Diesel,Automatic,4.5,109348,85468,8241,High
i8,2014,Middle East,White,Diesel,Manual,4.7,144533,82911,4321,Low
X6,2023,Asia,Red,Diesel,Manual,4.7,32173,54649,6736,Low
5 Series,2010,Africa,Black,Diesel,Automatic,4.4,102278,35915,9841,High
M3,2021,Middle East,White,Hybrid,Manual,2.9,162609,54134,904,Low
M5,2024,Middle East,White,Hybrid,Automatic,2.1,43892,84569,4431,Low
7 Series,2010,Africa,Blue,Diesel,Automatic,2.7,185870,92721,7521,High
5 Series,2014,South America,Black,Diesel,Automatic,4.2,134531,87621,4611,Low
5 Series,2021,North America,Blue,Hybrid,Manual,2.3,194391,76581,6866,Low
3 Series,2022,Middle East,Silver,Hybrid,Automatic,3.2,118028,63248,8095,High
i3,2012,Middle East,Red,Diesel,Manual,3.5,155164,118934,1818,Low
i3,2013,North America,Red,Electric,Automatic,3.6,167951,104651,1054,Low
3 Series,2012,South America,Red,Hybrid,Manual,4.8,135680,93319,3307,Low
M3,2010,Middle East,Grey,Petrol,Manual,3.8,20833,30946,6000,Low
X5,2010,Africa,Black,Diesel,Automatic,4.3,169423,45093,7103,High
M5,2021,North America,Silver,Diesel,Manual,3.5,52191,66769,1942,Low
5 Series,2021,Europe,Black,Electric,Automatic,4.4,82062,84946,2018,Low
5 Series,2023,South America,Red,Petrol,Manual,2.4,181200,46751,5122,Low
X1,2022,Africa,Blue,Hybrid,Automatic,2.2,16720,41380,2118,Low
M3,2023,North America,Silver,Hybrid,Manual,4.7,26402,35130,9240,High
i3,2014,South America,Red,Diesel,Manual,3.9,185012,74147,8800,High
i8,2015,Europe,Grey,Electric,Automatic,3.9,137116,71187,3942,Low
M3,2012,Europe,Red,Electric,Automatic,3.1,125303,36190,6344,Low
M3,2021,South America,Grey,Diesel,Automatic,2.8,72907,31385,634,Low
5 Series,2018,South America,Blue,Diesel,Manual,3.4,96313,48896,398,Low
X6,2014,Asia,Black,Electric,Manual,1.9,114324,111758,7978,High
X3,2017,Europe,Red,Electric,Automatic,3.1,37926,112367,6565,Low
X3,2022,South America,Blue,Diesel,Automatic,3.1,1536,42468,9374,High
i8,2010,North America,Blue,Hybrid,Automatic,3.4,58700,94124,2613,Low
7 Series,2023,South America,Grey,Diesel,Manual,3.7,33111,102861,5453,Low
3 Series,2014,Middle East,Grey,Diesel,Manual,4.9,154711,76421,867,Low
i8,2024,Africa,White,Petrol,Manual,3.8,145740,97980,6665,Low
X6,2012,Africa,Black,Hybrid,Manual,4.6,17763,53320,101,Low
i8,2021,South America,Grey,Diesel,Automatic,3.4,158596,31016,4938,Low
X1,2010,Africa,Red,Electric,Automatic,3.7,70582,32634,5754,Low
5 Series,2013,Africa,Grey,Petrol,Manual,1.7,164685,82139,1560,Low
M5,2024,South America,Blue,Petrol,Manual,2.0,32207,35232,4545,Low
i8,2022,Middle East,Black,Hybrid,Manual,3.5,36421,117586,5532,Low
M5,2014,Africa,Blue,Petrol,Automatic,2.9,109953,90079,6074,Low
3 Series,2016,Africa,Silver,Hybrid,Manual,4.3,45420,55483,9417,High
7 Series,2010,South America,Blue,Hybrid,Automatic,3.4,169022,110072,3588,Low
X3,2012,South America,Red,Diesel,Automatic,4.6,71247,46723,1251,Low
X1,2011,Asia,Grey,Electric,Automatic,4.9,133987,98433,9105,High
X5,2018,Africa,Silver,Diesel,Manual,2.0,54511,52655,7876,High
X1,2019,Asia,Black,Electric,Manual,2.9,190036,58531,7317,High
X6,2024,Middle East,White,Electric,Manual,3.8,11344,113647,1983,Low
M5,2015,Middle East,Grey,Petrol,Automatic,2.6,166487,112693,5817,Low
5 Series,2019,Middle East,Silver,Petrol,Automatic,2.4,121797,100148,7231,High
M5,2012,Asia,Grey,Hybrid,Automatic,4.3,124001,82901,222,Low
i3,2017,Europe,Grey,Diesel,Automatic,4.9,40442,67998,7313,High
i3,2023,Middle East,Black,Electric,Manual,4.2,2005,41659,1786,Low
7 Series,2017,North America,Black,Hybrid,Manual,3.3,194029,43238,8514,High
X6,2011,South America,Blue,Petrol,Manual,3.0,169730,86385,9968,High
X5,2024,Europe,Blue,Petrol,Manual,3.4,82598,113709,8047,High
i8,2015,South America,Red,Petrol,Automatic,3.1,182742,80754,5839,Low
X3,2016,South America,Red,Hybrid,Automatic,3.3,26890,60361,1339,Low
X3,2011,Middle East,Grey,Hybrid,Automatic,2.2,59103,46517,9462,High
X3,2024,Europe,Red,Electric,Manual,4.7,1390,119117,7270,High
i8,2020,North America,Red,Diesel,Automatic,4.1,5405,108815,2879,Low
3 Series,2019,South America,Black,Hybrid,Manual,3.9,42467,102968,2165,Low
X6,2011,Africa,White,Diesel,Manual,4.8,35394,102034,4455,Low
X5,2019,Europe,Blue,Hybrid,Manual,2.5,36527,84856,2035,Low
i3,2010,Europe,Red,Petrol,Automatic,1.8,126567,46702,7510,High
3 Series,2017,North America,Red,Electric,Automatic,4.4,3879,49819,9025,High
X1,2010,Africa,Black,Diesel,Automatic,5.0,37731,33141,5113,Low
X5,2018,Europe,Blue,Petrol,Manual,3.5,31445,62226,7616,High
3 Series,2020,South America,Silver,Diesel,Automatic,1.7,176625,117171,6688,Low
3 Series,2015,North America,White,Hybrid,Automatic,4.2,154571,54989,9390,High
5 Series,2016,North America,White,Electric,Manual,1.8,28199,54748,3539,Low
7 Series,2022,Asia,Black,Electric,Manual,3.4,157901,51785,7315,High
X3,2019,Africa,Black,Hybrid,Automatic,2.5,114886,70265,9879,High
X6,2016,Europe,Black,Petrol,Manual,4.7,10561,63605,8533,High
M3,2019,Africa,White,Hybrid,Automatic,3.1,108903,58185,335,Low
i8,2012,Middle East,Red,Electric,Automatic,4.6,144778,108406,993,Low
i8,2011,North America,Silver,Diesel,Automatic,2.5,129520,38071,8143,High
7 Series,2018,Europe,Silver,Hybrid,Manual,2.9,16841,75628,8340,High
M3,2017,Africa,Silver,Hybrid,Manual,4.8,183782,100693,6324,Low
7 Series,2022,North America,Grey,Electric,Automatic,2.2,91013,89453,7795,High
7 Series,2021,Africa,Silver,Diesel,Manual,3.5,175240,82064,9362,High
i8,2019,North America,White,Petrol,Automatic,2.9,122500,96319,9080,High
7 Series,2016,Middle East,Silver,Hybrid,Automatic,4.2,179716,78386,1274,Low
7 Series,2018,Africa,Red,Electric,Automatic,2.0,176437,77426,2167,Low
X3,2013,Africa,Black,Electric,Automatic,3.0,159170,119954,6751,Low
7 Series,2022,North America,Grey,Electric,Automatic,3.9,166155,64742,7762,High
M5,2013,Africa,Grey,Hybrid,Manual,2.9,33669,93884,6440,Low
7 Series,2010,North America,White,Petrol,Manual,1.7,56052,99698,992,Low
X6,2017,Africa,White,Electric,Automatic,4.0,53449,82740,1329,Low
i8,2023,Africa,Black,Hybrid,Automatic,3.3,123239,52193,6006,Low
X5,2023,North America,Grey,Diesel,Automatic,1.5,56918,36116,3195,Low
3 Series,2021,South America,Silver,Electric,Manual,3.6,99440,51226,2119,Low
i3,2012,Asia,Black,Petrol,Automatic,4.7,192413,114851,1342,Low
X3,2016,South America,Red,Electric,Automatic,1.9,136356,105711,1100,Low
X6,2024,Europe,Silver,Hybrid,Manual,3.6,131579,36319,6496,Low
X6,2021,Africa,Grey,Petrol,Automatic,4.1,192233,32423,844,Low
M3,2011,North America,Red,Electric,Automatic,1.7,119960,56835,6900,Low
X6,2011,North America,White,Electric,Automatic,1.6,129451,104447,6145,Low
X5,2016,Africa,Grey,Diesel,Automatic,3.1,13371,105070,4284,Low
X5,2024,Middle East,White,Hybrid,Automatic,4.3,78733,75419,5961,Low
X1,2015,Asia,Grey,Diesel,Automatic,2.1,199235,84022,1194,Low
i3,2012,Asia,Grey,Electric,Manual,4.4,25251,87697,4050,Low
X5,2018,Middle East,Red,Electric,Manual,3.8,50183,75390,8038,High
X5,2019,Middle East,Red,Hybrid,Manual,2.7,148760,93236,2693,Low
X5,2024,Africa,White,Petrol,Manual,3.3,93603,72936,2487,Low
M5,2023,South America,Silver,Diesel,Manual,4.9,140914,34553,6549,Low
3 Series,2022,Asia,Blue,Electric,Automatic,2.3,34532,90267,6372,Low
i8,2015,Middle East,Grey,Electric,Automatic,3.2,82478,80247,9537,High
i3,2019,Middle East,Grey,Diesel,Manual,3.7,183985,107396,9192,High
X5,2019,Asia,Red,Electric,Automatic,2.0,15812,76124,4646,Low
3 Series,2015,North America,Blue,Electric,Automatic,1.7,25425,119970,5377,Low
X3,2010,North America,Red,Electric,Automatic,1.5,40927,62008,7502,High
M5,2013,Africa,Blue,Petrol,Automatic,2.6,133161,36902,7598,High
5 Series,2019,Africa,Grey,Diesel,Manual,1.8,194310,42650,1268,Low
X1,2015,North America,Silver,Diesel,Manual,4.3,90089,103531,4441,Low
5 Series,2024,Europe,Red,Electric,Automatic,5.0,40963,46019,8074,High
3 Series,2015,Europe,Silver,Electric,Automatic,1.7,110901,83776,3673,Low
i8,2020,Europe,Red,Diesel,Manual,3.0,93800,94038,5816,Low
X6,2021,Asia,Red,Hybrid,Manual,1.6,13086,36462,7133,High
X3,2014,Europe,Red,Electric,Automatic,2.0,37967,64069,4747,Low
X5,2010,North America,Black,Petrol,Automatic,2.6,14396,60636,2341,Low
X6,2017,North America,Silver,Hybrid,Manual,2.9,117113,74150,4425,Low
5 Series,2014,Africa,White,Electric,Automatic,4.8,58754,110517,3292,Low
X6,2021,Asia,White,Hybrid,Automatic,2.9,9134,45607,556,Low
M5,2021,North America,Black,Electric,Automatic,3.2,130480,52081,3272,Low
X3,2021,Europe,Silver,Electric,Automatic,2.4,64002,116500,348,Low
X5,2014,Middle East,Silver,Hybrid,Automatic,1.5,149506,30135,9888,High
i3,2016,Europe,Silver,Hybrid,Manual,4.6,33244,116918,2095,Low
X1,2013,Africa,Grey,Diesel,Automatic,1.8,105554,49663,7193,High
M3,2015,Africa,Black,Hybrid,Automatic,4.9,179971,59889,8335,High
3 Series,2022,Africa,White,Electric,Manual,2.0,28730,101189,8196,High
i8,2013,Middle East,Grey,Diesel,Automatic,3.6,39970,92250,6734,Low
M5,2023,Europe,Grey,Hybrid,Automatic,5.0,16692,99296,5943,Low
X5,2024,Europe,Black,Electric,Automatic,2.0,9615,66166,5997,Low
3 Series,2012,South America,Red,Hybrid,Automatic,3.0,122231,92873,5227,Low
M3,2016,South America,White,Diesel,Automatic,4.2,158898,86673,9443,High
X3,2017,Asia,Silver,Diesel,Automatic,1.6,149657,53093,6010,Low
7 Series,2013,Middle East,Red,Petrol,Manual,3.9,119461,109866,9809,High
7 Series,2022,Africa,Black,Electric,Manual,1.8,106864,37051,8999,High
X1,2011,South America,Blue,Hybrid,Manual,2.3,191856,42968,8538,High
7 Series,2021,Europe,Blue,Diesel,Manual,2.1,138657,113426,2659,Low
3 Series,2019,South America,Red,Diesel,Manual,4.7,188658,103473,5921,Low
7 Series,2023,Africa,Red,Diesel,Automatic,2.1,117012,60516,4821,Low
X3,2012,Middle East,White,Hybrid,Manual,1.6,123560,58086,1733,Low
X6,2010,Middle East,Black,Petrol,Automatic,3.6,3514,68930,7739,High
i8,2017,North America,Silver,Petrol,Automatic,2.7,177410,41756,563,Low
i3,2024,North America,Black,Diesel,Manual,2.9,108780,42697,8838,High
5 Series,2012,Africa,Blue,Electric,Automatic,1.9,117047,35004,2434,Low
X6,2021,Europe,White,Hybrid,Manual,4.1,57533,85638,3739,Low
X6,2019,Middle East,Blue,Electric,Automatic,3.6,179601,94664,1678,Low
i3,2016,North America,Grey,Petrol,Manual,2.8,107224,108265,9521,High
X6,2019,South America,Red,Electric,Manual,2.1,111839,73514,2768,Low
X1,2014,Middle East,Black,Petrol,Manual,3.6,136787,64990,2399,Low
5 Series,2019,Middle East,Blue,Hybrid,Automatic,4.2,98318,108742,9219,High
i3,2014,South America,Blue,Petrol,Manual,2.6,85185,114354,7868,High
M5,2023,South America,Black,Hybrid,Manual,1.6,172797,73954,5084,Low
i8,2016,Middle East,White,Electric,Automatic,2.3,110324,105341,3727,Low
3 Series,2024,Africa,Red,Diesel,Automatic,3.9,29725,119038,7491,High
X3,2018,South America,Red,Petrol,Automatic,5.0,61899,91730,9606,High
M3,2021,Africa,Blue,Petrol,Automatic,1.5,11430,109949,6188,Low
3 Series,2014,Africa,Blue,Electric,Automatic,2.6,197439,60352,3348,Low
5 Series,2010,Africa,Grey,Diesel,Manual,1.7,195818,96809,184,Low
X3,2019,Asia,Grey,Diesel,Manual,2.6,85688,36661,9954,High
X5,2019,North America,Silver,Electric,Automatic,2.9,20462,88937,3605,Low
X3,2010,Middle East,Red,Diesel,Automatic,4.7,10558,115843,5457,Low
X3,2024,Europe,Black,Diesel,Manual,1.8,185671,93151,4711,Low
i3,2011,Middle East,Silver,Electric,Automatic,4.2,172246,61625,3251,Low
7 Series,2023,North America,Black,Electric,Automatic,2.9,183830,97853,4886,Low
7 Series,2015,Africa,White,Electric,Manual,4.3,122871,42186,1241,Low
X3,2018,Africa,Black,Petrol,Manual,3.3,158539,88307,4847,Low
3 Series,2017,Europe,Black,Diesel,Automatic,1.6,153861,79362,9762,High
X1,2022,North America,Silver,Diesel,Manual,4.8,142009,55139,2255,Low
X3,2014,Africa,Red,Diesel,Automatic,1.8,116237,41969,1244,Low
X1,2010,Europe,Blue,Petrol,Automatic,3.6,126235,59752,8657,High
M5,2022,Middle East,Blue,Petrol,Automatic,4.6,53187,81354,784,Low
M3,2016,North America,Blue,Hybrid,Automatic,1.8,195192,119134,6570,Low
7 Series,2024,Asia,Red,Hybrid,Automatic,3.4,83608,113671,5644,Low
7 Series,2014,South America,Red,Hybrid,Automatic,4.4,69018,75481,4908,Low
i8,2015,Middle East,White,Hybrid,Automatic,5.0,123323,103534,2717,Low
i3,2022,South America,White,Diesel,Manual,4.0,136323,35945,4643,Low
M5,2016,North America,White,Petrol,Manual,2.5,145948,45297,2447,Low
X3,2012,Middle East,Silver,Diesel,Manual,3.9,186088,83549,2331,Low
X6,2021,Africa,White,Diesel,Automatic,4.0,60014,51230,9313,High
i8,2019,Europe,Red,Electric,Manual,3.9,128625,107973,8455,High
5 Series,2012,Europe,Black,Electric,Manual,4.5,36826,106372,3803,Low
i3,2014,Asia,Black,Diesel,Manual,1.8,190726,100453,3316,Low
M5,2015,South America,Silver,Petrol,Automatic,1.9,32159,92285,6560,Low
3 Series,2018,Africa,Red,Electric,Manual,3.7,27967,95875,6984,Low
X3,2022,Europe,Silver,Hybrid,Automatic,4.8,165231,72593,4877,Low
3 Series,2023,Asia,Red,Diesel,Manual,3.1,39466,101930,4570,Low
M5,2021,Asia,White,Electric,Manual,4.9,78179,70403,7365,High
X5,2014,Europe,Grey,Hybrid,Manual,4.8,187195,41296,7699,High
X1,2024,South America,Silver,Petrol,Manual,4.7,160411,76189,1131,Low
i8,2010,Europe,White,Petrol,Automatic,4.7,165927,114137,923,Low
X1,2023,Africa,White,Hybrid,Automatic,4.6,136514,94933,4533,Low
M3,2023,Africa,White,Electric,Manual,4.4,35796,45975,2999,Low
X3,2023,North America,Blue,Hybrid,Automatic,3.9,162596,89574,7612,High
X1,2013,Middle East,Silver,Electric,Automatic,1.6,78178,101679,3344,Low
5 Series,2014,North America,Grey,Hybrid,Automatic,2.0,102714,32116,1782,Low
M3,2021,Africa,White,Hybrid,Manual,2.0,1811,56208,8578,High
i3,2019,South America,White,Electric,Manual,1.6,151998,110953,6928,Low
5 Series,2019,Africa,White,Electric,Automatic,1.9,142024,30432,2607,Low
X5,2014,Asia,White,Diesel,Automatic,4.7,106658,47201,8051,High
X6,2016,Middle East,Red,Petrol,Automatic,3.8,151865,74845,8291,High
i8,2013,Asia,Black,Diesel,Manual,2.6,121993,60810,2862,Low
M3,2010,South America,Blue,Petrol,Automatic,4.3,191728,54325,9996,High
M5,2023,Middle East,Grey,Electric,Automatic,3.2,177722,90483,8800,High
X5,2023,Africa,Red,Diesel,Automatic,2.0,74612,63767,1602,Low
M3,2014,Asia,Grey,Electric,Automatic,4.6,133780,88568,7632,High
X6,2016,South America,Blue,Diesel,Manual,2.7,165162,63342,3124,Low
X1,2019,Africa,Grey,Electric,Automatic,3.9,81128,67337,6335,Low
3 Series,2019,Middle East,Silver,Electric,Manual,2.5,161578,54124,7781,High
i3,2015,South America,Silver,Electric,Manual,3.3,26839,54215,393,Low
M3,2014,Middle East,Black,Petrol,Automatic,4.4,71014,106337,5749,Low
i8,2013,Asia,White,Electric,Manual,2.0,100480,113894,3656,Low
M3,2011,Africa,White,Electric,Automatic,4.9,119981,95058,1840,Low
i3,2013,Asia,Red,Electric,Automatic,1.7,160894,95155,7603,High
5 Series,2024,Europe,Grey,Hybrid,Automatic,3.4,81770,62997,2680,Low
X1,2019,Africa,Red,Petrol,Automatic,4.7,91038,99809,4751,Low
5 Series,2019,Asia,Red,Hybrid,Manual,4.8,2622,113545,2723,Low
M5,2012,North America,Grey,Electric,Automatic,2.3,157101,35561,3859,Low
M5,2019,Europe,Black,Diesel,Manual,2.0,128785,67632,7227,High
M3,2010,Africa,Red,Electric,Manual,4.0,15805,45507,1697,Low
X3,2017,North America,Black,Hybrid,Automatic,1.6,192794,98338,2964,Low
X5,2014,North America,Red,Petrol,Manual,3.2,112616,65146,7877,High
i3,2022,Africa,Red,Hybrid,Manual,4.3,158763,39371,8106,High
X5,2013,South America,Grey,Petrol,Manual,3.5,149677,95650,3481,Low
7 Series,2017,North America,Red,Electric,Automatic,2.2,154172,95673,9015,High
X6,2016,Middle East,Silver,Petrol,Automatic,3.2,160994,36529,4747,Low
M3,2011,South America,Black,Electric,Manual,4.7,101736,37291,2791,Low
i3,2010,Europe,Blue,Hybrid,Automatic,3.7,101647,96374,8225,High
X5,2021,South America,Grey,Petrol,Automatic,4.0,184282,65453,7674,High
X6,2020,Middle East,Grey,Petrol,Automatic,2.7,162403,40976,9924,High
X1,2013,Middle East,White,Electric,Manual,2.2,54388,96502,423,Low
X1,2017,North America,Red,Diesel,Automatic,2.4,184511,77086,9589,High
i8,2021,Europe,Grey,Electric,Automatic,3.4,157823,114472,2087,Low
i8,2011,Asia,White,Hybrid,Automatic,2.5,62983,93444,6870,Low
